NO_OF_FRAMES	5347
NO_OF_CAMERAS	14
NO_OF_MARKERS	4
FREQUENCY	120.0
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-03-17, 10:36:11.576	779916.23888150
DATA_INCLUDED	3D
MARKER_NAMES	marker 1	marker 2	marker 3	marker 4
-4.251	-213.530	1683.525	16.421	-183.229	1629.731	-26.584	-223.114	1621.056	-9.338	-191.101	1574.909
-1.881	-213.146	1681.838	18.175	-183.195	1627.849	-23.697	-222.898	1619.215	-9.884	-188.530	1571.488
0.595	-212.810	1680.219	20.134	-183.008	1626.031	-20.639	-222.577	1617.515	-7.263	-188.076	1569.943
3.237	-212.507	1678.647	17.253	-179.833	1625.045	-16.347	-218.270	1616.589	-4.580	-187.646	1568.425
5.914	-212.151	1677.123	18.208	-178.498	1623.236	-13.520	-218.082	1614.971	-1.954	-187.212	1566.905
8.470	-211.736	1675.652	19.130	-177.185	1621.554	-10.680	-217.771	1613.415	0.566	-186.600	1565.470
10.885	-211.189	1674.308	35.813	-181.928	1622.657	-7.870	-217.366	1611.959	3.094	-185.980	1564.175
13.162	-210.536	1673.063	36.296	-180.530	1621.197	-5.262	-216.943	1610.544	5.467	-185.478	1562.857
15.383	-209.758	1671.866	36.977	-179.213	1619.797	-2.851	-216.480	1609.322	7.837	-184.878	1561.647
17.551	-208.954	1670.760	38.025	-178.001	1618.481	-0.553	-216.008	1608.209	10.044	-184.347	1560.459
19.812	-207.973	1669.690	39.372	-176.982	1617.257	4.690	-214.055	1606.340	12.304	-183.779	1558.804
21.906	-207.122	1668.653	41.169	-176.211	1615.992	7.047	-213.486	1605.225	14.368	-183.326	1557.656
23.942	-206.262	1667.640	42.933	-175.435	1614.800	9.284	-212.906	1604.174	16.155	-182.899	1556.456
25.769	-205.295	1666.120	44.734	-174.859	1613.693	6.883	-215.148	1604.287	17.918	-182.501	1555.359
27.517	-204.482	1665.187	46.500	-174.288	1612.653	8.478	-214.736	1603.474	19.613	-181.989	1554.403
29.101	-203.668	1664.363	48.170	-173.694	1611.612	10.188	-214.218	1602.665	21.122	-181.643	1553.477
30.583	-202.875	1663.603	49.554	-173.028	1610.812	11.528	-213.682	1601.950	22.584	-181.241	1552.647
31.982	-202.054	1662.894	51.152	-172.543	1609.988	12.966	-213.118	1601.331	23.963	-180.760	1551.873
33.272	-201.324	1662.171	52.536	-171.954	1609.202	14.153	-212.555	1600.615	25.275	-180.242	1551.110
34.458	-200.642	1661.443	53.719	-171.261	1608.481	15.110	-211.953	1599.975	26.430	-179.588	1550.383
35.555	-199.974	1660.701	55.093	-170.816	1607.708	16.112	-211.328	1599.279	27.322	-179.193	1549.587
36.566	-199.298	1659.970	56.173	-170.209	1606.864	17.078	-210.749	1598.598	28.194	-178.484	1548.907
37.455	-198.618	1659.262	57.110	-169.733	1606.174	17.860	-210.213	1597.893	28.949	-177.879	1548.166
38.184	-198.353	1659.227	57.756	-169.045	1605.426	18.680	-209.699	1597.241	29.326	-177.682	1548.284
38.883	-197.765	1658.543	58.315	-168.409	1604.678	19.360	-209.196	1596.520	29.749	-177.080	1547.588
39.487	-197.210	1657.816	58.937	-167.918	1603.927	19.990	-208.748	1595.846	29.833	-176.504	1546.886
40.112	-196.663	1657.063	59.374	-167.399	1603.096	20.630	-208.277	1595.085	29.788	-175.961	1546.151
40.629	-196.170	1656.307	59.600	-166.685	1602.368	21.160	-207.837	1594.325	29.878	-175.244	1545.500
40.985	-195.744	1655.545	59.732	-166.100	1601.620	21.549	-207.390	1593.580	29.852	-174.715	1544.799
41.216	-195.330	1654.761	59.907	-165.494	1600.900	21.849	-206.924	1592.771	29.814	-174.072	1544.172
41.303	-194.948	1654.037	59.989	-165.092	1600.246	21.913	-206.446	1592.016	29.755	-173.466	1543.529
41.198	-194.590	1653.401	60.081	-164.735	1599.586	21.942	-206.046	1591.350	29.569	-172.949	1542.929
41.080	-194.169	1652.786	59.939	-164.237	1598.990	21.888	-205.609	1590.695	29.414	-172.534	1542.346
40.896	-193.767	1652.190	59.812	-163.839	1598.474	21.833	-205.273	1590.121	29.233	-172.182	1541.841
40.730	-193.319	1651.650	59.753	-163.433	1597.909	21.825	-204.940	1589.531	29.107	-171.779	1541.510
40.615	-192.969	1651.071	59.618	-162.952	1597.375	21.933	-204.584	1588.888	28.880	-171.773	1541.399
40.616	-192.641	1650.402	59.667	-162.547	1596.800	22.037	-204.304	1588.214	0.000	0.000	0.000
40.711	-192.443	1649.679	59.766	-162.160	1596.111	15.797	-201.334	1587.921	0.000	0.000	0.000
40.973	-192.307	1648.832	60.064	-161.693	1595.051	16.341	-201.061	1586.993	0.000	0.000	0.000
41.457	-192.209	1647.872	60.432	-161.388	1594.207	16.778	-200.858	1586.045	0.000	0.000	0.000
42.059	-192.127	1646.893	60.858	-161.030	1593.321	17.383	-200.619	1585.116	0.000	0.000	0.000
42.761	-192.047	1645.872	61.340	-160.693	1592.394	18.106	-200.415	1584.055	0.000	0.000	0.000
43.586	-191.945	1644.800	61.832	-160.324	1591.420	19.087	-200.206	1582.962	0.000	0.000	0.000
44.447	-191.852	1643.701	62.699	-160.335	1590.705	26.202	-202.631	1581.297	0.000	0.000	0.000
45.220	-191.819	1642.638	62.813	-159.625	1589.706	27.051	-202.379	1580.139	0.000	0.000	0.000
45.948	-191.818	1641.542	63.235	-159.280	1588.814	27.620	-202.162	1579.087	0.000	0.000	0.000
46.625	-191.822	1640.470	63.664	-158.985	1587.891	28.288	-201.986	1577.996	0.000	0.000	0.000
47.190	-191.890	1639.415	64.846	-159.334	1586.876	29.082	-201.648	1576.959	0.000	0.000	0.000
47.677	-192.078	1638.362	65.192	-159.144	1585.951	30.414	-200.960	1575.774	0.000	0.000	0.000
48.058	-192.335	1637.341	65.542	-159.084	1585.077	0.000	0.000	0.000	0.000	0.000	0.000
48.413	-192.681	1636.318	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48.736	-193.065	1635.305	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
49.015	-193.527	1634.275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
49.145	-193.841	1633.384	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
49.082	-194.151	1632.563	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48.841	-194.412	1631.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48.592	-194.249	1631.416	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48.347	-193.956	1631.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48.304	-193.815	1630.854	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48.134	-193.774	1630.497	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
48.061	-193.793	1630.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
47.909	-193.916	1629.543	66.800	-157.530	1579.643	0.000	0.000	0.000	0.000	0.000	0.000
47.781	-194.215	1629.041	66.675	-157.412	1579.452	0.000	0.000	0.000	0.000	0.000	0.000
47.671	-194.614	1628.461	66.602	-157.443	1579.189	0.000	0.000	0.000	0.000	0.000	0.000
47.675	-195.074	1627.995	66.400	-157.528	1578.894	0.000	0.000	0.000	0.000	0.000	0.000
47.591	-195.650	1627.424	66.215	-157.780	1578.550	0.000	0.000	0.000	0.000	0.000	0.000
47.493	-196.326	1626.848	66.054	-158.122	1578.125	0.000	0.000	0.000	0.000	0.000	0.000
47.419	-197.040	1626.201	65.866	-158.689	1577.622	0.000	0.000	0.000	0.000	0.000	0.000
47.259	-197.791	1625.577	65.977	-159.428	1577.072	0.000	0.000	0.000	0.000	0.000	0.000
47.181	-198.506	1624.928	65.846	-159.924	1576.550	0.000	0.000	0.000	0.000	0.000	0.000
47.096	-199.165	1624.129	65.775	-160.415	1575.919	0.000	0.000	0.000	0.000	0.000	0.000
47.224	-199.842	1623.127	65.842	-161.110	1575.035	0.000	0.000	0.000	0.000	0.000	0.000
47.139	-200.336	1622.204	65.614	-161.475	1574.084	0.000	0.000	0.000	0.000	0.000	0.000
46.736	-200.960	1621.423	65.454	-162.134	1573.235	0.000	0.000	0.000	0.000	0.000	0.000
46.298	-201.526	1620.805	65.098	-162.785	1572.574	0.000	0.000	0.000	0.000	0.000	0.000
45.938	-202.038	1620.280	64.858	-163.348	1572.008	0.000	0.000	0.000	0.000	0.000	0.000
45.761	-202.354	1619.835	64.775	-163.755	1571.513	0.000	0.000	0.000	0.000	0.000	0.000
45.810	-202.596	1619.325	64.677	-163.928	1570.979	0.000	0.000	0.000	0.000	0.000	0.000
46.117	-202.640	1618.802	64.655	-163.749	1570.569	0.000	0.000	0.000	0.000	0.000	0.000
46.639	-202.549	1618.325	64.949	-163.390	1570.261	0.000	0.000	0.000	0.000	0.000	0.000
47.339	-202.322	1617.909	65.056	-162.624	1570.107	0.000	0.000	0.000	0.000	0.000	0.000
48.144	-202.037	1617.513	65.472	-161.899	1570.003	0.000	0.000	0.000	0.000	0.000	0.000
49.029	-201.743	1616.992	65.890	-161.116	1569.808	0.000	0.000	0.000	0.000	0.000	0.000
50.000	-201.580	1616.454	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
50.833	-201.665	1615.900	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
51.471	-201.943	1615.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
51.720	-202.464	1615.239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
51.890	-203.001	1614.963	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
52.022	-203.503	1614.613	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
52.186	-203.858	1614.253	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
52.238	-204.202	1613.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
52.269	-204.442	1613.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
